FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Harry,Winks,MID,TOT,5000000,0,30,2.17008873903158E-27,4.34017747806316E-34,6E-06,0,0,1,6,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,494,0,0,0,141,Newcastle,Chelsea,Burnley,Everton,Swansea,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8
Ben,Woodburn,MID,LIV,4500000,0,5,3.61681456505263E-28,8.03736570011696E-35,1.11111111111111E-06,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,86,0,0,0,14,Watford,Crystal Palace,Arsenal,Man City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
Granit,Xhaka,MID,ARS,5500000,0,85,2.23684210526316,4.06698564593301E-07,1.54545454545455E-05,0,0,5,32,0,0,0,2,0,0,0,0,0,85,0,0,0,0,7,0,10,0,3,4.3,0,0,0,0,0,2483,0,0,2,506,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,1.9,1.5,1.1,2,1.3,1.8,3.2,1.8,0,1.9,1.1,1.3,1.7,3.2,1.6,1.4,1.1,3.2,1.5,1.4,1.4,1.7,1.6,1.8,1.4,1.8,1.1,1.4,2.8,2.2,1.5,2,1.8,2.8,1.4,1.2,2.1,2.8,130.8
Claudio,Yacob,MID,WBA,4500000,0,54,1.42105263157895,3.15789473684211E-07,1.2E-05,0,0,9,36,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,4,0,0,0.5,0,0,0,0,0,2418,0,0,0,366,Bournemouth,Burnley,Stoke,Brighton,West Ham,1,0.8,0.9,1.8,0.7,0.7,1.1,0.7,0.7,0.7,1.8,0.8,0.7,2,0.8,0.7,0.7,0.7,0.7,0.9,0.7,0.7,2,0.7,0.7,0.9,0.7,2,0.8,0.9,0.7,1,0.9,0.7,0.7,1.8,0.7,0.7,49
,Yaya Toure,MID,MCI,6500000,0,86,6.22092105189052E-27,9.57064777213927E-34,1.32307692307692E-05,0,0,4,17,0,0,0,5,0,0,0,0,0,86,0,0,0,0,6,0,12,0,0,2.2,0,0,0,0,0,1941,0,0,0,422,Brighton,Everton,Bournemouth,Liverpool,Watford,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.8
DeAndre,Yedlin,DEF,NEW,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,5000000,0,78,2.05263157894737,4.10526315789474E-07,1.56E-05,0,0,2,32,0,0,0,1,0,0,0,0,0,78,0,0,0,0,8,0,7,0,1,1.7,0,0,0,0,0,2070,0,0,0,469,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,2.1,2.3,2.5,1.6,1.9,1.6,1.8,2.9,1.8,2.5,2,1.1,2.8,1.4,1,2.2,1.4,1.4,2.9,1.3,1.2,2.3,1.2,1.7,2.9,1.4,1.5,1.6,2.3,2.5,1.6,1.9,1.7,1.8,1,1.1,2.4,1.8,87.5
Ashley,Young,MID,MUN,5000000,0,26,7.34665458526316E-22,1.46933091705263E-28,5.2E-06,0,0,2,6,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,760,0,0,0,154,West Ham,Swansea,Leicester,Stoke,Everton,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6
Pablo,Zabaleta,DEF,WHU,5000000,0,45,3.25513310854737E-27,6.51026621709474E-34,9E-06,0,0,2,18,0,0,0,1,0,0,0,0,0,45,0,0,0,0,5,0,2,0,1,3.9,0,0,0,0,0,1065,0,0,0,230,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1
Wilfried,Zaha,MID,CRY,7000000,0,149,3.92105263157895,5.6015037593985E-07,2.12857142857143E-05,0,0,8,56,0,0,0,7,0,0,0,0,0,149,0,0,0,0,13,0,7,0,11,26.6,0,0,0,0,0,3019,0,0,0,481,Huddersfield,Liverpool,Swansea,Burnley,Southampton,5.6,2.9,4.4,4,4.3,2.8,3.1,4,4.9,3.5,2.6,4.2,4.6,4.9,3.5,4.6,5,3.7,3.6,3.2,3.6,3.5,4.8,2.5,2.8,5.6,3.5,3.3,3.8,3.2,4.9,3.6,3.8,5.6,4.2,4.5,3.8,4.3,221.2
,Zanka,DEF,HUD,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauro,Zarate,FWD,WAT,5500000,0,8,1.80840728252632E-24,3.28801324095694E-31,1.45454545454545E-06,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,0,0,0,27,Liverpool,Bournemouth,Brighton,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3
Kurt,Zouma,DEF,STK,5500000,0,15,1.08504436951579E-27,1.97280794457416E-34,2.72727272727273E-06,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,1,2.6,0,0,0,0,0,250,0,0,0,69,Everton,Arsenal,West Brom,Man Utd,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
